Instrument,Total Debt,Accounts Payable (CF),Inventories (CF),Retained Earnings (Accumulated Deficit),Net Debt Incl. Pref.Stock & Min.Interest,Total Current Assets,Total Liabilities,Total Equity,Tangible Book Value - Banks,Tangible Book Value - Insurance,"Net Income/Starting Line, Cumulative",Tangible Book Value - Reported,Cash and Short Term Investments,Market Value for Company,Tangible Book Value Per Share,Net Sales,Operating Income,Tangible Book Value - Utility,"Total Assets, Reported",Total Current Liabilities,Year
4127,0.0,15200000.0,-19300000.0,100800000.0,-307100000.0,883300000.0,231100000.0,1905500000.0,1011000000.0,1011000000.0,202000000.0,1011000000.0,307100000.0,3944720000.0,5.25741,1568600000.0,255600000.0,1011000000.0,2136600000.0,182700000.0,2013
4127,0.0,-14100000.0,3400000.0,378900000.0,-511100000.0,1073300000.0,232000000.0,2101100000.0,1235800000.0,1235800000.0,278100000.0,1235800000.0,511100000.0,5381120000.0,6.5769,1792000000.0,345100000.0,1235800000.0,2333100000.0,179700000.0,2014
4127,0.0,74200000.0,-6100000.0,794900000.0,-805800000.0,1429200000.0,441400000.0,2532400000.0,1606400000.0,1606400000.0,457700000.0,1606400000.0,805800000.0,13862410000.0,8.49049,2291500000.0,565200000.0,1606400000.0,2973800000.0,297600000.0,2015
4127,0.0,90500000.0,3600000.0,1469200000.0,-1043600000.0,1914700000.0,560200000.0,3159200000.0,2257500000.0,2257500000.0,798300000.0,2257500000.0,1043600000.0,14686130000.0,11.86285,3258400000.0,1023100000.0,2257500000.0,3719400000.0,463900000.0,2016
4127,0.0,-181500000.0,-147300000.0,2263600000.0,-1083800000.0,2002100000.0,314000000.0,3541400000.0,2601100000.0,2601100000.0,995200000.0,2601100000.0,1083800000.0,13872870000.0,14.0676,3289000000.0,1118700000.0,2601100000.0,3855400000.0,210200000.0,2017
4187,4109000.0,-964000.0,241000.0,2296000.0,3222000.0,9950000.0,13651000.0,3659000.0,2895000.0,2895000.0,-353000.0,2895000.0,887000.0,3820000.0,0.58119,93771000.0,-300000.0,2895000.0,17313000.0,11295000.0,2003
4187,6222000.0,-487000.0,67000.0,2133000.0,4450000.0,10998000.0,15523000.0,3389000.0,2778000.0,2778000.0,-164000.0,2778000.0,1772000.0,8220000.0,0.57345,101279000.0,90000.0,2778000.0,18913000.0,11504000.0,2004
4187,4753000.0,1826000.0,400000.0,2801000.0,4010000.0,11626000.0,15971000.0,4017000.0,3457000.0,3457000.0,668000.0,3457000.0,743000.0,27400000.0,0.71891,118494000.0,1527000.0,3457000.0,19989000.0,11898000.0,2005
4187,1831000.0,1580000.0,-445000.0,3945000.0,617000.0,12319000.0,15160000.0,5920000.0,5360000.0,5360000.0,1497000.0,5360000.0,1214000.0,11090000.0,0.9994,139588000.0,2638000.0,5360000.0,21078000.0,13255000.0,2006
4187,272000.0,-3800000.0,-336000.0,5046000.0,-1515000.0,8977000.0,10435000.0,7449000.0,6889000.0,6889000.0,1102000.0,6889000.0,1787000.0,19850000.0,1.28776,117381000.0,1787000.0,6889000.0,17884000.0,9868000.0,2007
4281,7221000000.0,47000000.0,-509000000.0,11066000000.0,8570000000.0,8353000000.0,22552000000.0,14631000000.0,9077000000.0,9077000000.0,2248000000.0,9077000000.0,506000000.0,30241520000.0,31.38185,28950000000.0,3717000000.0,9077000000.0,37183000000.0,6879000000.0,2008
4281,7992000000.0,177000000.0,169000000.0,13039000000.0,10024000000.0,7574000000.0,22787000000.0,16016000000.0,10560000000.0,10560000000.0,2929000000.0,10560000000.0,483000000.0,9011560000.0,38.28891,29280000000.0,3291000000.0,10560000000.0,38803000000.0,7037000000.0,2009
4281,10578000000.0,21000000.0,-353000000.0,12400000000.0,12468000000.0,8150000000.0,26087000000.0,11735000000.0,6089000000.0,6089000000.0,147000000.0,6089000000.0,762000000.0,15706980000.0,22.82492,26901000000.0,1091000000.0,6089000000.0,37822000000.0,7279000000.0,2010
4281,9859000000.0,-632000000.0,1258000000.0,11020000000.0,11533000000.0,7022000000.0,26052000000.0,12420000000.0,6724000000.0,6724000000.0,-1090000000.0,6724000000.0,1481000000.0,16148000000.0,20.70263,18439000000.0,-1158000000.0,6724000000.0,38472000000.0,5414000000.0,2011
4281,9165000000.0,328000000.0,-215000000.0,11149000000.0,11152000000.0,6919000000.0,25682000000.0,13611000000.0,7910000000.0,7910000000.0,392000000.0,7910000000.0,1543000000.0,9206210000.0,23.21882,21013000000.0,1050000000.0,7910000000.0,39293000000.0,5251000000.0,2012
4281,9371000000.0,394000000.0,-339000000.0,11629000000.0,10838000000.0,7713000000.0,26276000000.0,13844000000.0,8151000000.0,8151000000.0,805000000.0,8151000000.0,1939000000.0,9263300000.0,22.97348,24951000000.0,1475000000.0,8151000000.0,40120000000.0,6013000000.0,2013
4281,8829000000.0,-12000000.0,96000000.0,11689000000.0,10347000000.0,7700000000.0,26980000000.0,13199000000.0,7567000000.0,7567000000.0,162000000.0,7567000000.0,1861000000.0,11384840000.0,21.27131,23700000000.0,473000000.0,7567000000.0,40179000000.0,5942000000.0,2014
4515,10864000000.0,0.0,49000000.0,-1785000000.0,8272000000.0,4586000000.0,26126000000.0,345000000.0,-4751000000.0,-4751000000.0,-1318000000.0,-4751000000.0,2592000000.0,0.0,-4751000.0,17403000000.0,-1129000000.0,-4751000000.0,26471000000.0,6337000000.0,2005
4515,10427000000.0,0.0,7000000.0,-2606000000.0,7523000000.0,4886000000.0,25567000000.0,-105000000.0,-1299000000.0,-1299000000.0,-821000000.0,-1299000000.0,2904000000.0,0.0,-1299000.0,18608000000.0,-421000000.0,-1299000000.0,25462000000.0,6919000000.0,2006
4515,10674000000.0,0.0,-53000000.0,-3498000000.0,6904000000.0,6042000000.0,27220000000.0,-1179000000.0,-2346000000.0,-2346000000.0,-892000000.0,-2346000000.0,3770000000.0,0.0,-2346000.0,20657000000.0,-351000000.0,-2346000000.0,26041000000.0,8329000000.0,2007
4515,9724000000.0,0.0,-5000000.0,-3334000000.0,5077000000.0,6750000000.0,26916000000.0,-1066000000.0,-2209000000.0,-2209000000.0,164000000.0,-2209000000.0,4647000000.0,0.0,-2209000.0,22490000000.0,815000000.0,-2209000000.0,25850000000.0,9117000000.0,2008
4515,7809000000.0,0.0,-109000000.0,-2978000000.0,3378000000.0,7026000000.0,23941000000.0,1444000000.0,309000000.0,309000000.0,356000000.0,309000000.0,4431000000.0,0.0,309000.0,22833000000.0,702000000.0,309000000.0,25385000000.0,9336000000.0,2009
4707,72289000.0,0.0,0.0,-209427000.0,0.0,0.0,86680000.0,-83912000.0,-136283000.0,-136283000.0,-106676000.0,-136283000.0,0.0,0.0,-6.5681,0.0,0.0,-136283000.0,2768000.0,0.0,2003
4707,72289000.0,0.0,0.0,-209427000.0,0.0,0.0,86680000.0,-83912000.0,-136283000.0,-136283000.0,-106676000.0,-136283000.0,0.0,0.0,-6.5681,0.0,0.0,-136283000.0,2768000.0,0.0,2004
4707,72289000.0,0.0,0.0,-209427000.0,0.0,0.0,86680000.0,-83912000.0,-136283000.0,-136283000.0,-106676000.0,-136283000.0,0.0,0.0,-6.5681,0.0,0.0,-136283000.0,2768000.0,0.0,2005
4707,72289000.0,0.0,0.0,-209427000.0,0.0,0.0,86680000.0,-83912000.0,-136283000.0,-136283000.0,-106676000.0,-136283000.0,0.0,0.0,-6.5681,0.0,0.0,-136283000.0,2768000.0,0.0,2006
4707,72289000.0,0.0,0.0,-209427000.0,0.0,0.0,86680000.0,-83912000.0,-136283000.0,-136283000.0,-106676000.0,-136283000.0,0.0,0.0,-6.5681,0.0,0.0,-136283000.0,2768000.0,0.0,2007
4904,13516000000.0,-469000000.0,-82000000.0,3296000000.0,14519000000.0,5664000000.0,30591000000.0,8706000000.0,7042000000.0,7042000000.0,971000000.0,7042000000.0,224000000.0,9493450000.0,21.853620000000006,0.0,2223000000.0,7042000000.0,39297000000.0,10821000000.0,2003
4904,12929000000.0,-21000000.0,-73000000.0,1999000000.0,12955000000.0,5318000000.0,28360000000.0,7530000000.0,6823000000.0,6823000000.0,-519000000.0,6823000000.0,1199000000.0,12325290000.0,19.61561,0.0,1923000000.0,6823000000.0,35890000000.0,8656000000.0,2004
4904,14503000000.0,-764000000.0,-52000000.0,1490000000.0,13382000000.0,4827000000.0,28846000000.0,7935000000.0,7796000000.0,7796000000.0,110000000.0,7796000000.0,1182000000.0,13751480000.0,19.73589,0.0,1743000000.0,7796000000.0,36781000000.0,5982000000.0,2005
4904,12376000000.0,-306000000.0,33000000.0,2024000000.0,11842000000.0,3996000000.0,26060000000.0,8576000000.0,8439000000.0,8439000000.0,1089000000.0,8439000000.0,595000000.0,14603030000.0,21.31824,0.0,1983000000.0,8439000000.0,34636000000.0,4990000000.0,2006
4904,12236000000.0,140000000.0,-20000000.0,2285000000.0,11769000000.0,3945000000.0,27023000000.0,9149000000.0,9012000000.0,9012000000.0,814000000.0,9012000000.0,528000000.0,16890410000.0,22.88943,0.0,1927000000.0,9012000000.0,36172000000.0,5460000000.0,2007
5117,0.0,-675000.0,-70000.0,-232000.0,-1553000.0,9642000.0,9337000.0,2050000.0,1678000.0,1678000.0,217000.0,1678000.0,1553000.0,3190000.0,0.23699,62656000.0,223000.0,1678000.0,11389000.0,8478000.0,2003
5117,8203000.0,1590000.0,-1792000.0,-443000.0,6411000.0,20202000.0,20496000.0,1839000.0,1662000.0,1662000.0,-211000.0,1662000.0,1792000.0,6230000.0,0.23473,92084000.0,-307000.0,1662000.0,22336000.0,19687000.0,2004
5117,2309000.0,1096000.0,1283000.0,200000.0,2304000.0,17683000.0,16340000.0,2569000.0,2451000.0,2451000.0,643000.0,2451000.0,5000.0,22440000.0,0.33209,100170000.0,741000.0,2451000.0,18909000.0,15600000.0,2005
5117,7948000.0,5876000.0,-3091000.0,846000.0,6927000.0,45756000.0,49082000.0,20927000.0,3359000.0,3359000.0,827000.0,3359000.0,1021000.0,28760000.0,0.19493,162632000.0,1467000.0,3359000.0,70010000.0,42854000.0,2006
5117,3891000.0,-6262000.0,4475000.0,1044000.0,2974000.0,33433000.0,36481000.0,15542000.0,-1485000.0,-1485000.0,198000.0,-1485000.0,917000.0,15970000.0,-0.10323,224511000.0,1380000.0,-1485000.0,52024000.0,31132000.0,2007
5117,9874000.0,2969000.0,-3726000.0,-1236000.0,7623000.0,39789000.0,44116000.0,13689000.0,-2758000.0,-2758000.0,-2280000.0,-2758000.0,2251000.0,12660000.0,-0.19172,216980000.0,-2681000.0,-2758000.0,57807000.0,40063000.0,2008
5117,12150000.0,-3299000.0,4362000.0,-47000.0,10125000.0,39057000.0,47305000.0,15170000.0,-6844000.0,-6844000.0,1322000.0,-6844000.0,2025000.0,8760000.0,-0.46089,211156000.0,3331000.0,-6844000.0,62475000.0,43908000.0,2009
5117,10248000.0,-7000.0,-3750000.0,1671000.0,8535000.0,40634000.0,48050000.0,17223000.0,-5436000.0,-5436000.0,1718000.0,-5436000.0,1713000.0,16380000.0,-0.35775,223843000.0,4082000.0,-5436000.0,65273000.0,45054000.0,2010
5117,16023000.0,-728000.0,2895000.0,1158000.0,13651000.0,46043000.0,56985000.0,17287000.0,-8214000.0,-8214000.0,-513000.0,-8214000.0,2372000.0,17100000.0,-0.50956,224602000.0,1018000.0,-8214000.0,74272000.0,52527000.0,2011
5117,27176000.0,-8180000.0,175000.0,-3093000.0,23137000.0,43379000.0,72697000.0,13910000.0,-23104000.0,-23104000.0,-4250000.0,-23104000.0,4039000.0,4760000.0,-1.31125,212147000.0,-5477000.0,-23104000.0,86606000.0,52209000.0,2012
5117,24833000.0,-1533000.0,-1007000.0,-15516000.0,23064000.0,33887000.0,62306000.0,1397000.0,-22368000.0,-22368000.0,-12423000.0,-22368000.0,1769000.0,21800000.0,-1.2697200000000002,224573000.0,-11928000.0,-22368000.0,63704000.0,42169000.0,2013
5117,24833000.0,-1533000.0,-1007000.0,-15516000.0,23064000.0,33887000.0,62306000.0,1397000.0,-22368000.0,-22368000.0,-12423000.0,-22368000.0,1769000.0,17300000.0,-1.2697200000000002,224573000.0,-11928000.0,-22368000.0,63704000.0,42169000.0,2014
5117,24833000.0,-1533000.0,-1007000.0,-15516000.0,23064000.0,33887000.0,62306000.0,1397000.0,-22368000.0,-22368000.0,-12423000.0,-22368000.0,1769000.0,16390000.0,-1.2697200000000002,224573000.0,-11928000.0,-22368000.0,63704000.0,42169000.0,2015
5117,24833000.0,-1533000.0,-1007000.0,-15516000.0,23064000.0,33887000.0,62306000.0,1397000.0,-22368000.0,-22368000.0,-12423000.0,-22368000.0,1769000.0,16390000.0,-1.2697200000000002,224573000.0,-11928000.0,-22368000.0,63704000.0,42169000.0,2016
5981,14866000.0,2487000.0,-2827000.0,26172000.0,14096000.0,44375000.0,34606000.0,33958000.0,23908000.0,23908000.0,5640000.0,23908000.0,853000.0,85540000.0,1.04292,83128000.0,10368000.0,23908000.0,68567000.0,18997000.0,2003
5981,19714000.0,-4241000.0,2802000.0,32620000.0,16439000.0,43774000.0,35205000.0,40243000.0,29365000.0,29365000.0,7049000.0,29365000.0,3275000.0,223130000.0,1.26199,100671000.0,11879000.0,29365000.0,75448000.0,15912000.0,2004
5981,28516000.0,7872000.0,-12161000.0,42076000.0,27629000.0,63670000.0,56400000.0,50334000.0,30027000.0,30027000.0,10263000.0,30027000.0,887000.0,326230000.0,1.25959,124863000.0,16542000.0,30027000.0,106734000.0,32046000.0,2005
5981,24581000.0,-46000.0,-10246000.0,55378000.0,24124000.0,74016000.0,58374000.0,63972000.0,42811000.0,42811000.0,14477000.0,42811000.0,457000.0,429670000.0,1.76495,150855000.0,24958000.0,42811000.0,122346000.0,37741000.0,2006
5981,42474000.0,15456000.0,-724000.0,72830000.0,41132000.0,106818000.0,100779000.0,82448000.0,41226000.0,41226000.0,19002000.0,41226000.0,1342000.0,415050000.0,1.69043,189796000.0,32267000.0,41226000.0,183227000.0,65150000.0,2007
6176,12586000.0,397000.0,275000.0,28725000.0,-20522000.0,107694000.0,69512000.0,142299000.0,142299000.0,142299000.0,15667000.0,142299000.0,33108000.0,97100000.0,14.85745,190086000.0,23202000.0,142299000.0,211811000.0,26422000.0,2000
6176,14661000.0,2431000.0,-53000.0,40034000.0,-1662000.0,118583000.0,83188000.0,152620000.0,152620000.0,152620000.0,15144000.0,152620000.0,16323000.0,115240000.0,15.9143,214157000.0,22813000.0,152620000.0,235808000.0,37199000.0,2001
6176,16661000.0,77000.0,-3307000.0,52385000.0,-1200000.0,120755000.0,81987000.0,162477000.0,162477000.0,162477000.0,16192000.0,162477000.0,17861000.0,103300000.0,16.920070000000006,228028000.0,22111000.0,162477000.0,244464000.0,34620000.0,2002
6176,14661000.0,2744000.0,-1734000.0,47560000.0,1147000.0,114672000.0,84164000.0,157407000.0,150261000.0,150261000.0,-446000.0,150261000.0,13514000.0,117130000.0,15.637529999999998,191843000.0,1299000.0,150261000.0,241571000.0,35124000.0,2003
6176,13311000.0,-2119000.0,162000.0,46696000.0,-14478000.0,120484000.0,85715000.0,150747000.0,148053000.0,148053000.0,6291000.0,148053000.0,27789000.0,131870000.0,15.37095,187756000.0,11034000.0,148053000.0,236462000.0,34903000.0,2004
6176,13311000.0,660000.0,-1684000.0,40649000.0,-22428000.0,134351000.0,88518000.0,145630000.0,142936000.0,142936000.0,2908000.0,142936000.0,35739000.0,142470000.0,14.805879999999998,180233000.0,5061000.0,142936000.0,234148000.0,34042000.0,2005
6176,13311000.0,3954000.0,-5116000.0,34163000.0,-23484000.0,136642000.0,109427000.0,128517000.0,125823000.0,125823000.0,-2599000.0,125823000.0,36795000.0,141720000.0,12.9089,202861000.0,-2224000.0,125823000.0,237944000.0,54497000.0,2006
6176,13311000.0,-125000.0,3983000.0,45293000.0,-26153000.0,141590000.0,100568000.0,141301000.0,138607000.0,138607000.0,15036000.0,138607000.0,39464000.0,329340000.0,14.19063,246999000.0,14701000.0,138607000.0,241869000.0,54034000.0,2007
6176,13311000.0,325000.0,-5162000.0,57994000.0,-42773000.0,186980000.0,241007000.0,140204000.0,137510000.0,137510000.0,16635000.0,137510000.0,56084000.0,388050000.0,13.97814,301780000.0,11572000.0,137510000.0,381211000.0,74962000.0,2008
6176,18143000.0,3550000.0,-13413000.0,91233000.0,-53484000.0,228051000.0,216662000.0,187730000.0,185036000.0,185036000.0,39231000.0,185036000.0,71627000.0,220840000.0,18.18178,346834000.0,57417000.0,185036000.0,404392000.0,91146000.0,2009
6176,20198000.0,-941000.0,-205000.0,96481000.0,-61409000.0,228890000.0,343994000.0,144987000.0,142293000.0,142293000.0,12575000.0,142293000.0,81607000.0,322430000.0,13.98182,394513000.0,13608000.0,142293000.0,488981000.0,88213000.0,2010
6176,14482000.0,-1001000.0,-5344000.0,116804000.0,-51959000.0,209827000.0,292623000.0,179202000.0,179202000.0,179202000.0,27677000.0,179202000.0,66441000.0,289560000.0,17.48995,299177000.0,46731000.0,179202000.0,471825000.0,89505000.0,2011
6176,13311000.0,4204000.0,385000.0,124872000.0,-56710000.0,217233000.0,330186000.0,196777000.0,196777000.0,196777000.0,15456000.0,196777000.0,70021000.0,199700000.0,19.095,326886000.0,24727000.0,196777000.0,526963000.0,89720000.0,2012
6176,13311000.0,-732000.0,301000.0,138748000.0,-56577000.0,228531000.0,338760000.0,192872000.0,192872000.0,192872000.0,21309000.0,192872000.0,69888000.0,206650000.0,18.67901,344816000.0,36474000.0,192872000.0,531632000.0,89159000.0,2013
6176,13311000.0,-3894000.0,-1101000.0,139658000.0,-65578000.0,237582000.0,341086000.0,192093000.0,192093000.0,192093000.0,8355000.0,192093000.0,78889000.0,201560000.0,18.56689,292905000.0,16292000.0,192093000.0,533179000.0,86424000.0,2014
6176,13311000.0,-183000.0,7060000.0,144635000.0,-84599000.0,246786000.0,267678000.0,234995000.0,234995000.0,234995000.0,12437000.0,234995000.0,97910000.0,200690000.0,22.65449,281050000.0,28967000.0,234995000.0,502673000.0,86674000.0,2015
6176,13311000.0,1588000.0,7125000.0,135949000.0,-83787000.0,232256000.0,331261000.0,205148000.0,205148000.0,205148000.0,-1187000.0,205148000.0,97098000.0,107110000.0,19.67658,272858000.0,80000.0,205148000.0,536409000.0,81490000.0,2016
6201,14695000000.0,0.0,-59000000.0,-2125000000.0,10881000000.0,6164000000.0,30925000000.0,-1430000000.0,-2624000000.0,-2624000000.0,-857000000.0,-2624000000.0,3814000000.0,0.0,-14.3598,20712000000.0,-89000000.0,-2624000000.0,29495000000.0,8272000000.0,2007
6201,13390000000.0,0.0,-7000000.0,-1894000000.0,8675000000.0,6902000000.0,29751000000.0,-606000000.0,-1773000000.0,-1773000000.0,231000000.0,-1773000000.0,4715000000.0,0.0,-7.97842,22563000000.0,1060000000.0,-1773000000.0,29145000000.0,8505000000.0,2008
6201,11142000000.0,0.0,-128000000.0,-1390000000.0,6607000000.0,7229000000.0,25914000000.0,2657000000.0,1501000000.0,1501000000.0,456000000.0,1501000000.0,4535000000.0,0.0,6.01849,22935000000.0,965000000.0,1501000000.0,28571000000.0,8483000000.0,2009
6201,10957000000.0,0.0,5000000.0,-3668000000.0,7850000000.0,5935000000.0,28110000000.0,-2935000000.0,-4044000000.0,-4044000000.0,-2118000000.0,-4044000000.0,3107000000.0,0.0,-14.4973,23766000000.0,-1889000000.0,-4044000000.0,25175000000.0,9370000000.0,2010
6201,11697000000.0,0.0,-79000000.0,-5136000000.0,7298000000.0,6642000000.0,28927000000.0,-3489000000.0,-4477000000.0,-4477000000.0,-1468000000.0,-4477000000.0,4399000000.0,0.0,-13.45964,19917000000.0,-1004000000.0,-4477000000.0,25438000000.0,7728000000.0,2011
6292,41000000.0,3528000.0,0.0,68648000.0,22796000.0,110835000.0,101801000.0,91083000.0,45429000.0,45429000.0,-2980000.0,45429000.0,18204000.0,47910000.0,9.38748,551727000.0,2900000.0,45429000.0,192884000.0,94213000.0,2003
6292,324000.0,-18812000.0,0.0,47617000.0,270000.0,68678000.0,36578000.0,70166000.0,41684000.0,41684000.0,-21031000.0,41684000.0,54000.0,81590000.0,8.61265,426160000.0,-4638000.0,41684000.0,106744000.0,32973000.0,2004
6292,0.0,-3141000.0,0.0,46093000.0,-4499000.0,64859000.0,33232000.0,68663000.0,40954000.0,40954000.0,-1524000.0,40954000.0,4499000.0,97820000.0,8.45745,331899000.0,-1590000.0,40954000.0,101895000.0,29194000.0,2005
6292,0.0,541000.0,0.0,49945000.0,-7889000.0,68861000.0,33059000.0,72618000.0,45683000.0,45683000.0,3852000.0,45683000.0,7889000.0,59570000.0,9.43378,341612000.0,3854000.0,45683000.0,105677000.0,29422000.0,2006
6292,5000000.0,7424000.0,0.0,32246000.0,4936000.0,69415000.0,45692000.0,56312000.0,32215000.0,32215000.0,-17699000.0,32215000.0,64000.0,46900000.0,6.54669,322298000.0,-17305000.0,32215000.0,102004000.0,43233000.0,2007
6314,0.0,872000.0,533000.0,47083000.0,-115341000.0,152259000.0,12033000.0,209553000.0,176384000.0,176384000.0,6727000.0,176384000.0,115341000.0,197020000.0,7.85373,70638000.0,4254000.0,176384000.0,221585000.0,8238000.0,2003
6314,0.0,-110000.0,3933000.0,43290000.0,-104329000.0,133384000.0,12491000.0,200597000.0,167929000.0,167929000.0,3575000.0,167929000.0,104329000.0,305270000.0,7.681660000000001,75520000.0,2212000.0,167929000.0,213086000.0,7150000.0,2004
6314,0.0,3380000.0,-1427000.0,51247000.0,-85341000.0,119066000.0,17117000.0,190365000.0,158405000.0,158405000.0,8693000.0,158405000.0,85341000.0,252660000.0,7.7080199999999985,85079000.0,8694000.0,158405000.0,207482000.0,13079000.0,2005
6314,0.0,-1121000.0,-2795000.0,59395000.0,-58409000.0,95508000.0,16403000.0,159079000.0,127690000.0,127690000.0,7413000.0,127690000.0,58409000.0,267380000.0,7.28918,94461000.0,7581000.0,127690000.0,175482000.0,10955000.0,2006
6314,0.0,755000.0,-2423000.0,70493850.0,-82492950.0,124171980.0,16907310.0,172118400.0,141062670.0,141062670.0,11099000.0,141062670.0,82492950.0,316430000.0,8.01132,105464000.0,11842000.0,141062670.0,189027200.0,12009620.0,2007
6494,197000.0,-961000.0,322000.0,-43456000.0,6258000.0,9755000.0,4947000.0,29074000.0,-1999000.0,-1999000.0,-13630000.0,-1999000.0,3724000.0,5810000.0,-0.12257,10259000.0,-13793000.0,-1999000.0,34019000.0,3945000.0,2003
6494,38000.0,-78000.0,378000.0,-64121000.0,4758000.0,7739000.0,8256000.0,8521000.0,-7715000.0,-7715000.0,-21353000.0,-7715000.0,3307000.0,10910000.0,-0.36516,3934000.0,-7113000.0,-7715000.0,16775000.0,5609000.0,2004
6494,17000.0,-292000.0,704000.0,-68393000.0,4985000.0,4175000.0,5319000.0,4148000.0,-7351000.0,-7351000.0,-6806000.0,-7351000.0,1725000.0,3660000.0,-0.2698,5120000.0,-7022000.0,-7351000.0,9469000.0,4367000.0,2005
