Instrument,CIK Number,Tangible Book Value - Utility,Retained Earnings (Accumulated Deficit),Market Value for Company,Total Debt,Total Current Assets,"Net Income/Starting Line, Cumulative","Total Assets, Reported",NAICS Industry Group Name,Inventories (CF),Company Common Name,Cash and Short Term Investments,Accounts Payable (CF),Net Debt Incl. Pref.Stock & Min.Interest,Delisted Quote Flag,Earnings Before Interest & Taxes (EBIT) (Pvt),Tangible Book Value Per Share,Net Sales,Tangible Book Value - Reported,Total Equity,Pricing Volatility,Depreciation And Amortization,Tangible Book Value - Insurance,Instrument Is Active Flag,Total Liabilities,Tangible Book Value - Banks,Operating Income,Total Current Liabilities
1046247,1046247.0,1126641589000.0,296779528000.0,4231479000000.0,399521825000.0,1165510422000.0,,3554883460000.0,Grocery Stores,,Walmart Chile SA,94028605000.0,,305493220000.0,1.0,,172.79779,3814442462000.0,1126641589000.0,1893983603000.0,,105096315000.0,1126641589000.0,0.0,1660899857000.0,1126641589000.0,223454365000.0,1170704622000.0
1046247,,1126641589000.0,296779528000.0,4231479000000.0,399521825000.0,1165510422000.0,,3554883460000.0,,,,94028605000.0,,305493220000.0,,,172.79779,3814442462000.0,1126641589000.0,1893983603000.0,,105096315000.0,1126641589000.0,,1660899857000.0,1126641589000.0,223454365000.0,1170704622000.0
1175580,1175580.0,3498699000.0,1956683000.0,6975400000.0,2765000.0,866758000.0,294221000.0,4040958000.0,Metal Ore Mining,14577000.0,Barrick Gold (Holdings) Ltd,516301000.0,,-260278000.0,0.0,,37.29807,1200777000.0,3498699000.0,3498699000.0,,,3498699000.0,0.0,542259000.0,3498699000.0,386946000.0,188395000.0
1175580,,3706355000.0,2138287000.0,6234830000.0,2765000.0,1020880000.0,335047000.0,4303469000.0,,7402000.0,,719808000.0,,-431129000.0,,,39.377,1280217000.0,3706355000.0,3706355000.0,,,3706355000.0,,597114000.0,3706355000.0,465993000.0,199916000.0
1041668,1041667.0,40035000000.0,19181000000.0,104317900000.0,109425000000.0,13807000000.0,,200470000000.0,Scheduled Air Transportation,,China Southern Airlines Co Ltd,4895000000.0,,116053000000.0,0.0,,4.07789,114803000000.0,40035000000.0,43187000000.0,,253000000.0,40035000000.0,1.0,157283000000.0,40035000000.0,3961000000.0,67939000000.0
1041668,1041668.0,46260000000.0,24113000000.0,72702310000.0,117713000000.0,17884000000.0,,218329000000.0,,,,7250000000.0,,123034000000.0,,,4.58557,127489000000.0,46260000000.0,49594000000.0,,264000000.0,46260000000.0,,168735000000.0,46260000000.0,8019000000.0,69577000000.0
1170858,1170858.0,-15827577000.0,6244859000.0,23464890000.0,11964143000.0,3823635000.0,4129054000.0,36745034000.0,"Water, Sewage and Other Systems",7156000.0,Companhia de Saneamento Basico do Estado de Sao Paulo SABESP,1886221000.0,6371000.0,10077922000.0,0.0,,-23.15633,,-15827577000.0,15419211000.0,,73708000.0,-15827577000.0,1.0,21325823000.0,-15827577000.0,3429607000.0,4302508000.0
1170858,1170960.0,-15953123000.0,8051110000.0,21530550000.0,12100966000.0,4574085000.0,3503614000.0,39546444000.0,,-27633000.0,,2283047000.0,-180353000.0,9817919000.0,,,-23.34,,-15953123000.0,17513009000.0,,128132000.0,-15953123000.0,,22033435000.0,-15953123000.0,3961668000.0,4771880000.0
1122491,1122491.0,5167424000.0,1539466000.0,29736520000.0,18962380000.0,18893738000.0,-372383000.0,42944936000.0,Animal Slaughtering and Processing,-449885000.0,BRF SA,6979204000.0,1009443000.0,12362551000.0,0.0,,6.46732,,5167424000.0,11839978000.0,,306371000.0,5167424000.0,1.0,31104958000.0,5167424000.0,1815174000.0,12640423000.0
1122491,,4002575000.0,322662000.0,17817530000.0,20444378000.0,19185523000.0,-966765000.0,45228481000.0,,35173000.0,,6239259000.0,464118000.0,14717690000.0,,,4.93451,,4002575000.0,11200211000.0,,356391000.0,4002575000.0,,34028270000.0,4002575000.0,736078000.0,14874377000.0
1106051,1106051.0,9310000000.0,8407000000.0,1516931000000.0,4108000000.0,5639000000.0,2412000000.0,21930000000.0,Cable and Other Subscription Programming,2000000.0,Naspers Ltd,4007000000.0,,387000000.0,0.0,,21.52866,6098000000.0,9310000000.0,12856000000.0,,187000000.0,9310000000.0,1.0,9074000000.0,9310000000.0,1690000000.0,3439000000.0
1106051,1668748.0,21772000000.0,19745000000.0,1271334000000.0,4375000000.0,13065000000.0,11179000000.0,35451000000.0,,-68000000.0,,11369000000.0,,-6825000000.0,,,50.27792,2985000000.0,21772000000.0,25522000000.0,,141000000.0,21772000000.0,,9929000000.0,21772000000.0,8418000000.0,4137000000.0
1067386,1067386.0,162056000.0,-142331000.0,,1248000.0,190981000.0,-10653000.0,214997000.0,Scientific Research and Development Services,,Cambridge Antibody Technology Group Ltd,176415000.0,13988000.0,-175167000.0,1.0,,3.1382,49242000.0,162056000.0,164637000.0,,,162056000.0,0.0,50360000.0,162056000.0,-10653000.0,29567000.0
1067386,,162056000.0,-142331000.0,,1248000.0,190981000.0,-10653000.0,214997000.0,,,,176415000.0,13988000.0,-175167000.0,,,3.1382,49242000.0,162056000.0,164637000.0,,,162056000.0,,50360000.0,162056000.0,-10653000.0,29567000.0
1045986,1045986.0,-287421000.0,234268000.0,2219630000.0,259112000.0,633659000.0,56100000.0,1354522000.0,Computer Systems Design and Related Services,923000.0,Formula Systems 1985 Ltd,275690000.0,14096000.0,411288000.0,0.0,,-19.51424,1108621000.0,-287421000.0,336387000.0,,,-287421000.0,1.0,1018135000.0,-287421000.0,88500000.0,359038000.0
1045986,,-422053000.0,239534000.0,2063650000.0,345000000.0,694801000.0,39440000.0,1563637000.0,,1037000.0,,260809000.0,13285000.0,519392000.0,,,-28.63555,1355139000.0,-422053000.0,359202000.0,,,-422053000.0,,1204435000.0,-422053000.0,72854000.0,432947000.0
1556884,1556884.0,32278000.0,207141000.0,916820000.0,,168424000.0,16781000.0,403347000.0,Software Publishers,,Kofax Ltd,89631000.0,178000.0,-89631000.0,0.0,,0.35028,289710000.0,32278000.0,254466000.0,,8933000.0,32278000.0,0.0,148881000.0,32278000.0,10270000.0,122035000.0
1556884,,32278000.0,207141000.0,863170000.0,,168424000.0,16781000.0,403347000.0,,,,89631000.0,178000.0,-89631000.0,,,0.35028,289710000.0,32278000.0,254466000.0,,8933000.0,32278000.0,,148881000.0,32278000.0,10270000.0,122035000.0
1046643,1358581.0,10989201000000.0,11005256000000.0,3089393000000.0,2829623000000.0,3234346000000.0,1285138000000.0,16918938000000.0,Natural Gas Distribution,96578000000.0,Gazprom PAO,908209000000.0,,2268722000000.0,0.0,,496.64216,6111051000000.0,10989201000000.0,11094531000000.0,,571564000000.0,10989201000000.0,1.0,5824407000000.0,10989201000000.0,725580000000.0,1921808000000.0
1046643,1046643.0,11523617000000.0,11539811000000.0,3633880000000.0,3266518000000.0,3469266000000.0,1018006000000.0,18238770000000.0,,-51996000000.0,,900064000000.0,,2752849000000.0,,,520.79437,6546143000000.0,11523617000000.0,11629086000000.0,,613160000000.0,11523617000000.0,,6609684000000.0,11523617000000.0,871405000000.0,2589516000000.0
940173,940173.0,3177746000000.0,3331830000000.0,2836202000000.0,698590000000.0,1255641000000.0,206794000000.0,5014673000000.0,Petroleum and Coal Products Manufacturing,-133754000000.0,NK Lukoil PAO,278301000000.0,219603000000.0,427073000000.0,0.0,,4457.28561,5227045000000.0,3177746000000.0,3220880000000.0,,311588000000.0,3177746000000.0,1.0,1793793000000.0,3177746000000.0,410563000000.0,830686000000.0
940173,1137215.0,3441647000000.0,3603248000000.0,3747749000000.0,616360000000.0,1308114000000.0,418805000000.0,5226215000000.0,,-9350000000.0,,349951000000.0,27720000000.0,273857000000.0,,,4849.89706,5936705000000.0,3441647000000.0,3482951000000.0,,325054000000.0,3441647000000.0,,1743264000000.0,3441647000000.0,503578000000.0,958847000000.0
1054487,1060293.0,183107000000.0,311167000000.0,176262100000.0,185590000000.0,68226000000.0,16941000000.0,555682000000.0,Wired Telecommunications Carriers,-2351000000.0,Rostelekom PAO,9624000000.0,,180283000000.0,0.0,,81.54603,297446000000.0,183107000000.0,244316000000.0,,55589000000.0,183107000000.0,1.0,311366000000.0,183107000000.0,39647000000.0,134060000000.0
1054487,1171736.0,186302000000.0,311494000000.0,200806600000.0,191372000000.0,70990000000.0,18906000000.0,560229000000.0,,232000000.0,,9778000000.0,,184836000000.0,,,82.83878,305329000000.0,186302000000.0,246122000000.0,,56628000000.0,186302000000.0,,314107000000.0,186302000000.0,38199000000.0,95175000000.0
1054487,1200806.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1054487,1054487.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015111,1015111.0,291200000.0,-952700000.0,1388580000.0,751900000.0,722300000.0,-27200000.0,1899200000.0,Other Electrical Equipment and Component Manufacturing,-9700000.0,SGL Carbon SE,329500000.0,7300000.0,438500000.0,0.0,,2.3816,769800000.0,291200000.0,331800000.0,,,291200000.0,1.0,1567400000.0,291200000.0,23700000.0,237300000.0
1015111,,410500000.0,-847200000.0,754850000.0,503400000.0,882800000.0,-7800000.0,1541700000.0,,-26200000.0,,441700000.0,-14900000.0,73000000.0,,,3.3573,860100000.0,410500000.0,457000000.0,,,410500000.0,,1084700000.0,410500000.0,49000000.0,446100000.0
842519,1115547.0,-18051000000.0,-525000000.0,35047140000.0,45588000000.0,20514000000.0,4227000000.0,79584000000.0,Wired Telecommunications Carriers,-158000000.0,PCCW Ltd,5204000000.0,,43134000000.0,0.0,,-2.33832,38384000000.0,-18051000000.0,12026000000.0,,,-18051000000.0,1.0,67558000000.0,-18051000000.0,5611000000.0,14084000000.0
842519,842519.0,-8541000000.0,6697000000.0,34815560000.0,50686000000.0,26226000000.0,5734000000.0,92524000000.0,,-164000000.0,,13346000000.0,,40042000000.0,,,-1.1064,36832000000.0,-8541000000.0,19190000000.0,,,-8541000000.0,,73334000000.0,-8541000000.0,5727000000.0,15127000000.0
1049659,1049659.0,-1063876000.0,-1301931000.0,11627460000.0,30441018000.0,12444918000.0,-934747000.0,44153623000.0,Iron and Steel Mills and Ferroalloy Manufacturing,947834000.0,Companhia Siderurgica Nacional,5634519000.0,472283000.0,25996492000.0,0.0,,-0.78391,,-1063876000.0,6194528000.0,,81072000.0,-1063876000.0,1.0,37959095000.0,-1063876000.0,1945476000.0,5496683000.0
1049659,,-244673000.0,-1052683000.0,12265720000.0,29510844000.0,11881496000.0,10272000.0,45209970000.0,,-442109000.0,,4150236000.0,713113000.0,26621464000.0,,,-0.18029,,-244673000.0,7027373000.0,,76473000.0,-244673000.0,,38182597000.0,-244673000.0,2983965000.0,10670050000.0
1111759,1111759.0,66011458000.0,21096277000.0,156752900000.0,33794648000.0,50451295000.0,11684567000.0,123760241000.0,Semiconductor and Other Electronic Component Manufacturing,-1321346000.0,Siliconware Precision Industries Co Ltd,24654446000.0,1359898000.0,9140202000.0,1.0,,21.18222,85111913000.0,66011458000.0,66187320000.0,,,66011458000.0,0.0,57572921000.0,66011458000.0,10694883000.0,41088439000.0
1111759,1114613.0,68200524000.0,22536165000.0,158934300000.0,31277629000.0,49065912000.0,8701335000.0,120886855000.0,,361748000.0,,24444083000.0,-711571000.0,6833546000.0,,,21.88467,83554385000.0,68200524000.0,68319792000.0,,,68200524000.0,,52567063000.0,68200524000.0,8586939000.0,26194615000.0
928366,928366.0,1809200000.0,-650400000.0,3174700000.0,5500000.0,1227700000.0,,2743000000.0,Iron and Steel Mills and Ferroalloy Manufacturing,,Sims Metal Management Ltd,388000000.0,,-382500000.0,0.0,,9.13016,5089600000.0,1809200000.0,1967600000.0,,112300000.0,1809200000.0,1.0,775400000.0,1809200000.0,121900000.0,593600000.0
928366,,1990100000.0,-521800000.0,2035310000.0,41000000.0,1388800000.0,,3201800000.0,,,,350400000.0,,-309400000.0,,,9.81978,6457900000.0,1990100000.0,2188700000.0,,117200000.0,1990100000.0,,1013100000.0,1990100000.0,185300000.0,794400000.0
1370431,1370431.0,496938700000.0,417736800000.0,1241362000000.0,715691400000.0,767961100000.0,136520000000.0,1990296000000.0,Metal Ore Mining,-16230000000.0,Vedanta Ltd,600001100000.0,57060000000.0,254969600000.0,0.0,,167.61887,,496938700000.0,605001100000.0,,62920000000.0,496938700000.0,1.0,1385294900000.0,496938700000.0,150580000000.0,826752600000.0
1370431,,464480000000.0,424860000000.0,779517900000.0,581590000000.0,551140000000.0,195690000000.0,1845850000000.0,,-22150000000.0,,316180000000.0,1010000000.0,425020000000.0,,,124.86022,9120000000.0,464480000000.0,633120000000.0,,62830000000.0,464480000000.0,,1212730000000.0,464480000000.0,232780000000.0,672470000000.0
1033767,1033767.0,212491592000.0,47655176000.0,179265300000.0,91780422000.0,110469594000.0,4846638000.0,386655182000.0,Semiconductor and Other Electronic Component Manufacturing,517760000.0,United Microelectronics Corp,58293150000.0,933164000.0,35649001000.0,0.0,,17.40559,5053205000.0,212491592000.0,216579895000.0,,,212491592000.0,1.0,170075287000.0,212491592000.0,4571078000.0,71978462000.0
1033767,,209293267000.0,48065899000.0,139773500000.0,106128507000.0,139160486000.0,7798422000.0,394099162000.0,,-1565132000.0,,82391490000.0,-185907000.0,24693825000.0,,,17.14361,6327162000.0,209293267000.0,213080776000.0,,,209293267000.0,,181018386000.0,209293267000.0,5623116000.0,88061070000.0
917851,917851.0,104846117000.0,11877863000.0,212752900000.0,95563458000.0,73547191000.0,27021956000.0,322696154000.0,Metal Ore Mining,615404000.0,Vale SA,13890591000.0,769126000.0,88134083000.0,0.0,,20.34514,94633264000.0,104846117000.0,127240523000.0,,414000000.0,104846117000.0,1.0,195455631000.0,104846117000.0,20719633000.0,36609497000.0
917851,,115663353000.0,25559799000.0,269508200000.0,74392247000.0,62700728000.0,24885219000.0,328096703000.0,,-1030342000.0,,14317520000.0,691216000.0,64422835000.0,,,22.25394,108532022000.0,115663353000.0,143757534000.0,,292000000.0,115663353000.0,,184339169000.0,115663353000.0,34533678000.0,43357526000.0
1072245,1072245.0,31800000.0,-112000000.0,420000.0,1656000000.0,1786000000.0,-15500000.0,1847700000.0,Securities and Commodity Contracts Intermediation and Brokerage,,Van der Moolen Holding NV,1679500000.0,,-23500000.0,1.0,,0.84366,147300000.0,31800000.0,67000000.0,,4800000.0,31800000.0,0.0,1780700000.0,31800000.0,-4800000.0,1768900000.0
1072245,,31800000.0,-112000000.0,420000.0,1656000000.0,1786000000.0,-15500000.0,1847700000.0,,,,1679500000.0,,-23500000.0,,,0.84366,147300000.0,31800000.0,67000000.0,,4800000.0,31800000.0,,1780700000.0,31800000.0,-4800000.0,1768900000.0
1116134,1116134.0,491500000.0,15426200000.0,193215700000.0,92782700000.0,51857900000.0,12354600000.0,211022900000.0,Wired Telecommunications Carriers,-99600000.0,Tata Communications Ltd,18637300000.0,2903300000.0,74329100000.0,0.0,,1.72456,176197300000.0,491500000.0,15919000000.0,,18763500000.0,491500000.0,1.0,195103900000.0,491500000.0,-4102700000.0,83921700000.0
1116134,1174694.0,-10908200000.0,10522300000.0,148841200000.0,90028000000.0,49921600000.0,-3256100000.0,196027600000.0,,-117100000.0,,14790500000.0,-923600000.0,75282300000.0,,,-38.27439,166508400000.0,-10908200000.0,4993200000.0,,19024100000.0,-10908200000.0,,191034400000.0,-10908200000.0,1371100000.0,92374300000.0
930543,930543.0,448791934000.0,431211154000.0,869962800000.0,239071753000.0,520469187000.0,,1015838586000.0,Beverage Manufacturing,,Concha y Toro Winery Inc,50078796000.0,,190490100000.0,0.0,,600.78761,658447621000.0,448791934000.0,516209477000.0,,2391003000.0,448791934000.0,1.0,499629109000.0,448791934000.0,70185136000.0,294869962000.0
930543,,473918365000.0,460585953000.0,1011894000000.0,261819298000.0,531907388000.0,,1056826587000.0,,,,33595218000.0,,231090509000.0,,,634.42379,613515357000.0,473918365000.0,548366807000.0,,2120070000.0,473918365000.0,,508459780000.0,473918365000.0,61912248000.0,320692140000.0
1046126,1046126.0,5815000000.0,9711000000.0,43172660000.0,17284000000.0,8047000000.0,,42006000000.0,Other Telecommunications,,Telstra Corporation Ltd,938000000.0,,16365000000.0,0.0,,0.48893,26013000000.0,5815000000.0,14132000000.0,,4441000000.0,5815000000.0,1.0,27874000000.0,5815000000.0,4044000000.0,9081000000.0
1046126,,6710000000.0,10328000000.0,33895890000.0,16951000000.0,7290000000.0,,42723000000.0,,,,629000000.0,,16309000000.0,,,0.5642,25848000000.0,6710000000.0,14632000000.0,,4470000000.0,6710000000.0,,28091000000.0,6710000000.0,3057000000.0,8785000000.0
1091587,1091587.0,1898000000.0,19925000000.0,56632030000.0,6803000000.0,21052000000.0,2034000000.0,39202000000.0,Electrical Equipment Manufacturing,185000000.0,Abb Ltd,5853000000.0,186000000.0,1452000000.0,0.0,,0.88745,24929000000.0,1898000000.0,13395000000.0,,,1898000000.0,1.0,25807000000.0,1898000000.0,1929000000.0,15149000000.0
1091587,,2858000000.0,19594000000.0,40533560000.0,7408000000.0,22135000000.0,2365000000.0,43458000000.0,,-66000000.0,,5789000000.0,474000000.0,2149000000.0,,,1.33638,25196000000.0,2858000000.0,14819000000.0,,,2858000000.0,,28639000000.0,2858000000.0,2230000000.0,16469000000.0
1067491,1079726.0,645540000000.0,650560000000.0,2246053000000.0,0.0,537050000000.0,143530000000.0,833550000000.0,Computer Systems Design and Related Services,,Infosys Ltd,320230000000.0,-190000000.0,-320230000000.0,0.0,,141.21553,684840000000.0,645540000000.0,689820000000.0,,,645540000000.0,1.0,143730000000.0,645540000000.0,169010000000.0,140130000000.0
1067491,1067491.0,624650000000.0,628800000000.0,2891595000000.0,0.0,500170000000.0,160290000000.0,798900000000.0,,,,256920000000.0,3280000000.0,-256910000000.0,,,143.70921,705220000000.0,624650000000.0,649230000000.0,,,624650000000.0,,149670000000.0,624650000000.0,170300000000.0,141050000000.0
1106056,1106056.0,39851200000.0,38897700000.0,135585500000.0,221600000.0,62712600000.0,,79521300000.0,Computer Systems Design and Related Services,,Satyam Computer Services Ltd,29224000000.0,,-28748000000.0,0.0,,33.84991,76934800000.0,39851200000.0,41254500000.0,,1895700000.0,39851200000.0,0.0,38266800000.0,39851200000.0,15871100000.0,23574700000.0
1106056,,39851200000.0,38897700000.0,135585500000.0,221600000.0,62712600000.0,,79521300000.0,,,,29224000000.0,,-28748000000.0,,,33.84991,76934800000.0,39851200000.0,41254500000.0,,1895700000.0,39851200000.0,,38266800000.0,39851200000.0,15871100000.0,23574700000.0
1011974,824828.0,26442730.0,-10414690.0,11550000.0,3528720.0,13434560.0,,34178410.0,Miscellaneous Durable Goods Merchant Wholesalers,,Atlas Pearls Ltd,2184970.0,,1343750.0,0.0,,0.06253,16355400.0,26442730.0,26442730.0,,470030.0,26442730.0,1.0,7735690.0,26442730.0,804480.0,3152200.0
1011974,1011974.0,23899120.0,-12958290.0,6420000.0,4060480.0,13331840.0,,31709820.0,,,,1278870.0,,2781610.0,,,0.05651,14210800.0,23899120.0,23899120.0,,255600.0,23899120.0,,7810690.0,23899120.0,-1984110.0,4725500.0
1347426,1347426.0,24314515000.0,23982120000.0,144647100000.0,9417265000.0,,,159370595000.0,Depository Credit Intermediation,,Banco Macro SA,,,,0.0,,41.59434,,24314515000.0,24970693000.0,,,24314515000.0,1.0,134399902000.0,24314515000.0,,
1347426,,45654339000.0,33432387000.0,109791200000.0,16140179000.0,,,226339070000.0,,,,,,,,,68.17509,,45654339000.0,46535022000.0,,,45654339000.0,,179804048000.0,45654339000.0,,
1004315,1004315.0,13349000000.0,17436000000.0,29529410000.0,28638000000.0,13574000000.0,3208000000.0,65840000000.0,"Electric Power Generation, Transmission and Distribution",,National Grid PLC,8571000000.0,,20083000000.0,0.0,,3.8839,,13349000000.0,20368000000.0,,1481000000.0,13349000000.0,1.0,45472000000.0,13349000000.0,3208000000.0,10511000000.0
1004315,1003937.0,12489000000.0,16453000000.0,25972960000.0,26625000000.0,6681000000.0,3493000000.0,58787000000.0,,,,2633000000.0,,24008000000.0,,,3.72274,,12489000000.0,18832000000.0,,1530000000.0,12489000000.0,,39955000000.0,12489000000.0,3493000000.0,8697000000.0
1073965,1073965.0,20900000.0,-73700000.0,,4900000.0,30000000.0,-31300000.0,61200000.0,Pharmaceutical and Medicine Manufacturing,,Sanofi Pasteur Holding Ltd,20900000.0,,-16000000.0,1.0,,0.19126,9500000.0,20900000.0,35300000.0,,,20900000.0,0.0,25900000.0,20900000.0,-32300000.0,18900000.0
1073965,,20900000.0,-73700000.0,,4900000.0,30000000.0,-31300000.0,61200000.0,,,,20900000.0,,-16000000.0,,,0.19126,9500000.0,20900000.0,35300000.0,,,20900000.0,,25900000.0,20900000.0,-32300000.0,18900000.0
1487525,1487525.0,11987000.0,9413000.0,17470000.0,4031000.0,601000.0,2362000.0,18524000.0,Residential Building Construction,,Ophectra Real Estate & Investments Ltd,158000.0,1047000.0,3873000.0,0.0,,1.01544,5231000.0,11987000.0,11987000.0,,61000.0,11987000.0,1.0,6537000.0,11987000.0,2991000.0,2470000.0
1487525,,8290000.0,5716000.0,35300000.0,5264000.0,1022000.0,-3826000.0,16742000.0,,,,2000.0,405000.0,5262000.0,,,0.70226,1862000.0,8290000.0,8290000.0,,98000.0,8290000.0,,8452000.0,8290000.0,-3228000.0,4671000.0
936402,936402.0,-23637700000.0,5925300000.0,35481530000.0,22967800000.0,7539500000.0,327400000.0,67035400000.0,Pharmaceutical and Medicine Manufacturing,-255800000.0,Shire PLC,542400000.0,621600000.0,22425400000.0,0.0,,-25.91285,11396600000.0,-23637700000.0,28948000000.0,,1305400000.0,-23637700000.0,0.0,38087400000.0,-23637700000.0,962900000.0,7743300000.0
936402,,-16701400000.0,9920600000.0,41958090000.0,19541100000.0,7608400000.0,4271500000.0,67756900000.0,,-145100000.0,,490300000.0,-526800000.0,19050800000.0,,,-18.2111,15160600000.0,-16701400000.0,36176400000.0,,1988100000.0,-16701400000.0,,31580500000.0,-16701400000.0,2455200000.0,7882000000.0
1100790,1314601.0,4569000000.0,4041000000.0,,516000000.0,2648000000.0,507000000.0,12346000000.0,"Electric Power Generation, Transmission and Distribution",-49000000.0,EDF Energy Nuclear Generation Group Ltd,1081000000.0,187000000.0,-565000000.0,1.0,,4.42068,,4569000000.0,4982000000.0,,247000000.0,4569000000.0,0.0,7364000000.0,4569000000.0,507000000.0,1106000000.0
1100790,1100790.0,4569000000.0,4041000000.0,,516000000.0,2648000000.0,507000000.0,12346000000.0,,-49000000.0,,1081000000.0,187000000.0,-565000000.0,,,4.42068,,4569000000.0,4982000000.0,,247000000.0,4569000000.0,,7364000000.0,4569000000.0,507000000.0,1106000000.0
1072670,1072670.0,-14079000000.0,-1084000000.0,30214360000.0,12549000000.0,6896000000.0,2278000000.0,30990000000.0,Tobacco Manufacturing,-76000000.0,Imperial Brands PLC,624000000.0,,12467000000.0,0.0,,-14.74162,30247000000.0,-14079000000.0,5684000000.0,,1092000000.0,-14079000000.0,1.0,25306000000.0,-14079000000.0,2278000000.0,10878000000.0
1072670,,-13347000000.0,-1150000000.0,22670320000.0,11995000000.0,7253000000.0,2407000000.0,30848000000.0,,-112000000.0,,775000000.0,,11895000000.0,,,-13.99442,30066000000.0,-13347000000.0,5770000000.0,,1053000000.0,-13347000000.0,,25078000000.0,-13347000000.0,2407000000.0,11237000000.0
1333141,1333141.0,-3781037000.0,6085876000.0,27044750000.0,8248234000.0,6883949000.0,1420052000.0,25503540000.0,Outpatient Care Centers,-60230000.0,Fresenius Medical Care AG & Co KGaA,959627000.0,120745000.0,8362082000.0,0.0,,-12.34738,16569715000.0,-3781037000.0,9977657000.0,,724000.0,-3781037000.0,1.0,15525883000.0,-3781037000.0,2408902000.0,5298897000.0
1333141,1026614.0,-2966877000.0,7137255000.0,17333560000.0,7558882000.0,6374307000.0,1554534000.0,24025215000.0,,-62692000.0,,993574000.0,-110375000.0,7573392000.0,,,-9.68141,17783572000.0,-2966877000.0,9820102000.0,,432000.0,-2966877000.0,,14205113000.0,-2966877000.0,2362439000.0,5299893000.0
1333141,1020404.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1469395,1469395.0,9040000000.0,4083000000.0,91549190000.0,25972000000.0,23150000000.0,-324000000.0,77277000000.0,"Electric Power Generation, Transmission and Distribution",40000000.0,Pampa Energia SA,5632000000.0,3531000000.0,23360000000.0,0.0,,5.33063,25110000000.0,9040000000.0,11054000000.0,,105000000.0,9040000000.0,1.0,66223000000.0,9040000000.0,1983000000.0,30063000000.0
1469395,1666704.0,50124000000.0,25460000000.0,89103880000.0,63439000000.0,55331000000.0,16142000000.0,213255000000.0,,-425000000.0,,22792000000.0,385000000.0,58439000000.0,,,24.12486,82008000000.0,50124000000.0,56478000000.0,,344000000.0,50124000000.0,,156777000000.0,50124000000.0,25348000000.0,44236000000.0
1355444,1355444.0,7118343000.0,4342979000.0,14713560000.0,12254022000.0,22102148000.0,591811000.0,38016671000.0,Aerospace Product and Parts Manufacturing,-656664000.0,Embraer SA,9832759000.0,-447432000.0,2722521000.0,0.0,,9.69,,7118343000.0,12543600000.0,,,7118343000.0,1.0,25473071000.0,7118343000.0,717792000.0,10367249000.0
1355444,,7217102000.0,4911139000.0,15949500000.0,13888790000.0,23419174000.0,902287000.0,39611818000.0,,1342313000.0,,12030850000.0,-516024000.0,2233209000.0,,,9.84542,,7217102000.0,13444239000.0,,,7217102000.0,,26167579000.0,7217102000.0,1093877000.0,9272908000.0
1216559,1216559.0,933667000.0,596396000.0,365458900000.0,707440000.0,457407000.0,,1790131000.0,"Veneer, Plywood, and Engineered Wood Product Manufacturing",,Masisa SA,64447000.0,,453283000.0,0.0,,0.1191,959841000.0,933667000.0,946811000.0,,,933667000.0,1.0,843320000.0,933667000.0,100655000.0,334385000.0
1216559,,973264000.0,351677000.0,290830800000.0,607145000.0,618527000.0,,1616903000.0,,,,94389000.0,,312014000.0,,,0.12415,1057414000.0,973264000.0,981754000.0,,,973264000.0,,635149000.0,973264000.0,-345925000.0,341691000.0
1122411,1122411.0,145210453000.0,64661021000.0,333328100000.0,112284878000.0,142789659000.0,27984836000.0,357922479000.0,Semiconductor and Other Electronic Component Manufacturing,3156759000.0,Advanced Semiconductor Engineering Inc,41758507000.0,1665420000.0,82535124000.0,1.0,,18.85981,274884107000.0,145210453000.0,157318023000.0,,,145210453000.0,0.0,200604456000.0,145210453000.0,25680253000.0,104475866000.0
1122411,,179460184000.0,76406530000.0,383961100000.0,76511879000.0,144938272000.0,30928898000.0,363857786000.0,,-2907848000.0,,51740769000.0,4753270000.0,37971047000.0,,,21.18225,290441208000.0,179460184000.0,190801543000.0,,,179460184000.0,,173056243000.0,179460184000.0,30043188000.0,105620958000.0
1035497,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047564,1047564.0,60227000000.0,375660000000.0,477575900000.0,327542000000.0,193978000000.0,57223000000.0,1175529000000.0,Wired Telecommunications Carriers,,Magyar Telekom Tavkozlesi Nyrt,13002000000.0,,357383000000.0,0.0,,57.8462,574035000000.0,60227000000.0,538490000000.0,,111310000000.0,60227000000.0,1.0,637039000000.0,60227000000.0,76185000000.0,277561000000.0
1047564,,105737000000.0,396320000000.0,458806600000.0,259364000000.0,189027000000.0,40246000000.0,1109661000000.0,,,,10012000000.0,,282230000000.0,,,101.85461,610851000000.0,105737000000.0,547195000000.0,,108174000000.0,105737000000.0,,562466000000.0,105737000000.0,77488000000.0,226581000000.0
1578526,1437737.0,1003600000.0,,68133250000.0,993500000.0,2551000000.0,759200000.0,4810400000.0,Seafood Product Preparation and Packaging,-14900000.0,Mowi ASA,102200000.0,,892200000.0,0.0,,2.2298,3510200000.0,1003600000.0,2068400000.0,,142500000.0,1003600000.0,1.0,2742000000.0,1003600000.0,991200000.0,843100000.0
